Title,year,SJR,h-index,avg_citations
"Region: Regional Studies of Russia, Eastern Europe, and Central Asia",2014,0.108,3,0.22
Actuel Marx,2014,0.107,3,0.11
Studies on Russian Economic Development,2014,0.107,8,0.2
Politica Economica,2014,0.107,7,0.04
Journal of the Statistical and Social Inquiry Society of Ireland,2014,0.107,5,0.0
South Asia Economic Journal,2014,0.106,10,0.19
Journal of European Economic History,2014,0.106,3,0.5
International Journal of Economic Research,2014,0.106,12,0.05
"International Journal of Energy, Environment and Economics",2014,0.105,5,0.15
JASSA,2014,0.105,4,0.07
Ekonomia,2014,0.104,3,0.5
"Journal of International Commerce, Economics and Policy",2014,0.104,3,0.0
Progress in Industrial Ecology,2014,0.104,17,0.11
Desarrollo y Sociedad,2014,0.104,3,0.15
International Economics,2014,0.104,6,0.27
International Paperworld IPW,2014,0.103,6,0.04
International Journal of Business and Management Science,2014,0.103,7,0.0
Pensions,2014,0.103,4,0.08
OPEC Bulletin,2014,0.103,2,0.0
EEAG Report on the European Economy,2014,0.103,4,0.33
Nurture,2014,0.103,1,0.0
Iranian Economic Review,2014,0.103,3,0.0
Business and Economic Horizons,2014,0.103,2,0.0
Basic Income Studies,2014,0.103,6,0.0
Reflets et Perspectives de la Vie Economique,2014,0.102,7,0.04
Indian Journal of Labour Economics,2014,0.102,10,0.04
International Journal of Interdisciplinary Organizational Studies,2014,0.102,1,0.08
Risk Governance and Control: Financial Markets and Institutions,2014,0.102,3,0.03
International Journal of Contemporary Iraqi Studies,2014,0.102,3,0.0
Regional Science Inquiry,2014,0.101,3,0.05
Fuels and Lubes International,2014,0.101,2,0.0
Manchester Journal of International Economic Law,2014,0.101,3,0.06
ATA Journal of Legal Tax Research,2014,0.101,1,0.0
African Economic History,2014,0.101,7,0.0
Journal of Interdisciplinary Economics,2014,0.101,6,0.2
Review of Economic Conditions in Italy,2014,0.101,5,0.0
Fortune,2014,0.101,13,0.07
Academy of Banking Studies Journal,2014,0.101,3,0.07
Economic Outlook,2014,0.101,6,0.07
Law and Development Review,2014,0.101,4,0.03
Malaysian Journal of Consumer and Family Economics,2014,0.101,2,0.0
Ekonomista,2014,0.101,2,0.05
Comparative Economic Research,2014,0.1,3,0.04
Ekonomiska Samfundets Tidskrift,2014,0.1,2,0.0
Graziadio Business Report,2014,0.1,2,0.0
Ikonomicheski Izsledvania,2014,0.1,2,0.09
Real Estate Taxation,2014,0.1,2,0.03
Revista de Economia Contemporanea,2014,0.1,5,0.02
Economist,2014,0.1,8,0.0
Journal of Home Economics Research,2014,0.1,1,0.0
Journal of Taxation,2014,0.1,7,0.16
International Woodfiber Report,2014,0.0,1,0.0
Journal of Behavioral and Experimental Finance,2014,0.0,7,0.0
Przeglad Wschodnioeuropejski,2014,0.0,1,0.0
International Journal of Economics and Business Research,2014,0.0,2,0.0
University of Pennsylvania Journal of International Law,2014,0.0,4,0.0
Industrial Engineering and Management Systems,2014,0.0,5,0.0
"Australasian Accounting, Business and Finance Journal",2014,0.0,3,0.0
Forum for Health Economics and Policy,2014,0.0,3,0.0
Geneva Reports on the World Economy,2014,0.0,5,0.0
"Scientific Papers of the University of Pardubice, Series D: Faculty of Economics and Administration",2014,0.0,3,0.0
International Journal of Electronic Finance,2014,0.0,2,0.0
International Journal of Trade and Global Markets,2014,0.0,4,0.0
Latin American Economic Review,2014,0.0,3,0.0
International Journal of Ecological Economics and Statistics,2014,0.0,3,0.0
Strategic Change,2014,0.0,5,0.0
Journal of Central Banking Theory and Practice,2014,0.0,3,0.0
Financial Accountability and Management,2014,0.0,7,0.0
Journal of Entrepreneurship in Emerging Economies,2014,0.0,5,0.0
"Regional Studies, Regional Science",2014,0.0,7,0.0
Journal of Financial Economic Policy,2014,0.0,4,0.0
Concurrences,2014,0.0,2,0.0
Frontiers in Energy Research,2014,0.0,10,0.0
International Journal of Nonprofit and Voluntary Sector Marketing,2014,0.0,5,0.0
European Competition Journal,2014,0.0,5,0.0
Law and Financial Markets Review,2014,0.0,3,0.0
Cogent Economics and Finance,2014,0.0,4,0.0
Millennial Asia,2014,0.0,1,0.0
Capital Markets Law Journal,2014,0.0,3,0.0
Asia and the Pacific Policy Studies,2014,0.0,7,0.0
ACM Transactions on Economics and Computation,2014,0.0,2,0.0
Quarterly Journal of Economics,2015,22.572,219,7.83
Journal of Finance,2015,16.246,249,6.47
Econometrica,2015,13.734,158,4.87
Review of Financial Studies,2015,10.873,145,3.89
Journal of Financial Economics,2015,10.802,206,4.48
Journal of Economic Literature,2015,10.637,140,8.23
Review of Economic Studies,2015,10.291,118,3.91
American Economic Journal: Applied Economics,2015,8.993,56,4.71
American Economic Review,2015,8.969,237,4.26
Journal of Political Economy,2015,8.835,159,4.21
Annual Review of Economics,2015,7.977,34,2.83
Journal of Accounting and Economics,2015,7.29,122,4.23
Journal of the European Economic Association,2015,7.047,71,4.08
American Economic Journal: Macroeconomics,2015,6.878,43,3.18
Journal of Marketing,2015,6.709,208,5.13
Journal of Economic Perspectives,2015,6.624,162,6.99
American Economic Journal: Economic Policy,2015,6.458,38,3.72
Journal of Management,2015,6.353,176,6.1
Journal of Labor Economics,2015,5.988,90,3.88
Journal of Marketing Research,2015,5.911,141,4.06
Family Business Review,2015,5.899,80,5.63
Journal of Accounting Research,2015,5.464,113,2.83
Review of Economics and Statistics,2015,5.133,134,3.93
Journal of Consumer Research,2015,4.977,146,4.65
Journal of Supply Chain Management,2015,4.756,71,5.84
Accounting Review,2015,4.746,125,2.93
Journal of Monetary Economics,2015,4.653,107,2.91
Entrepreneurship: Theory and Practice,2015,4.495,107,4.8
Journal of International Business Studies,2015,4.423,156,4.7
Marketing Science,2015,4.384,108,2.29
Annual Review of Financial Economics,2015,4.272,17,1.7
Journal of International Economics,2015,4.248,113,2.52
Theoretical Economics,2015,4.219,21,1.95
Quantitative Economics,2015,4.217,17,1.41
Brookings Papers on Economic Activity,2015,4.116,70,1.89
Journal of the Academy of Marketing Science,2015,4.072,139,4.42
Journal of Econometrics,2015,3.972,127,1.75
Journal of Economic Growth,2015,3.908,72,2.08
Economic Journal,2015,3.725,134,2.71
Review of Finance,2015,3.722,43,2.53
RAND Journal of Economics,2015,3.715,92,1.78
Strategic Entrepreneurship Journal,2015,3.376,23,3.15
Journal of Financial Markets,2015,3.367,49,2.53
Journal of Financial and Quantitative Analysis,2015,3.277,97,2.04
American Economic Journal: Microeconomics,2015,3.133,26,1.63
Journal of Development of Economics,2015,3.1,115,2.44
Journal of Environmental Economics and Management,2015,3.081,101,2.7
Journal of Human Resources,2015,3.023,86,2.4
Journal of Economic Geography,2015,2.957,83,3.79
Economic Policy,2015,2.882,63,3.25
Review of Environmental Economics and Policy,2015,2.829,38,4.44
Energy Economics,2015,2.812,109,3.31
Contemporary Accounting Research,2015,2.808,77,2.81
Journal of Economic Theory,2015,2.699,84,1.16
Business Ethics Quarterly,2015,2.657,57,3.19
Finance and Stochastics,2015,2.635,36,2.16
Journal of Business and Economic Statistics,2015,2.614,80,1.68
Financial Analysts Journal,2015,2.595,66,1.38
Economic Geography,2015,2.581,71,3.29
Review of Economic Dynamics,2015,2.574,52,1.34
Economic Systems Research,2015,2.52,45,6.37
Journal of Public Economics,2015,2.501,115,1.63
Journal of Urban Economics,2015,2.489,89,2.77
International Journal of Production Economics,2015,2.473,141,3.96
Socio-Economic Review,2015,2.417,41,2.54
Journal of Common Market Studies,2015,2.407,76,3.01
Structural Equation Modeling,2015,2.374,79,2.27
Quantitative Marketing and Economics,2015,2.336,26,0.93
Journal of Applied Econometrics,2015,2.331,81,1.95
International Economic Review,2015,2.27,74,1.47
Journal of Financial Intermediation,2015,2.268,63,3.18
"Journal of Money, Credit and Banking",2015,2.254,91,1.67
World Development,2015,2.253,140,3.16
Economic Theory,2015,2.213,49,1.06
Experimental Economics,2015,2.211,42,1.76
Econometric Theory,2015,2.193,58,0.8
Journal of Economic Surveys,2015,2.14,76,2.97
Journal of Risk and Uncertainty,2015,2.134,62,1.55
Small Business Economics,2015,2.116,98,2.84
Journal of International Marketing,2015,2.084,73,3.54
Extremes,2015,2.069,25,1.64
SIAM Journal on Financial Mathematics,2015,1.966,21,1.43
Econometric Reviews,2015,1.963,36,1.58
Real Estate Economics,2015,1.95,52,1.23
Auditing,2015,1.949,58,2.67
Economic Development and Cultural Change,2015,1.907,59,1.73
Review of International Political Economy,2015,1.895,56,3.42
Journal of International Management,2015,1.892,56,3.23
European Economic Review,2015,1.869,110,1.36
Energy Journal,2015,1.834,64,1.79
Review of International Organizations,2015,1.827,26,2.72
Longe Range Planning,2015,1.817,81,4.68
Management Accounting Research,2015,1.814,72,3.79
Post-Soviet Affairs,2015,1.763,36,2.07
"Work, Employment and Society",2015,1.749,64,2.6
Journal of World Business,2015,1.749,87,4.05
Ecological Economics,2015,1.732,161,3.82
Asia Pacific Journal of Management,2015,1.715,60,2.71
Nonlinear Analysis: Real World Applications,2015,1.707,69,2.48
Mathematical Finance,2015,1.704,65,1.95
Econometrics Journal,2015,1.663,26,1.28
Explorations in Economic History,2015,1.652,36,1.19
International Journal of Electronic Commerce,2015,1.646,70,2.69
Games and Economic Behavior,2015,1.644,79,1.13
Internet Research,2015,1.641,68,4.44
Marine Policy,2015,1.611,73,3.19
Journal of Corporate Finance,2015,1.604,77,1.92
European Review of Agricultural Economics,2015,1.599,50,2.06
International Review of Finance,2015,1.591,12,0.89
Conflict Management and Peace Science,2015,1.588,32,1.21
Entrepreneurship and Regional Development,2015,1.581,69,3.23
Judgment and Decision Making,2015,1.576,40,2.12
Journal of Industrial Economics,2015,1.558,67,1.05
Journal of Economic Behavior and Organization,2015,1.558,94,1.87
Scandinavian Journal of Economics,2015,1.543,55,1.48
North American Actuarial Journal,2015,1.53,38,1.25
Annual Review of Resource Economics,2015,1.524,19,1.77
"Journal of Law, Economics, and Organization",2015,1.521,60,1.61
Economic History Review,2015,1.51,41,1.28
Journal of Economic Education,2015,1.487,41,0.8
Journal of Financial Stability,2015,1.485,32,2.21
Foundations and Trends in Entrepreneurship,2015,1.485,24,3.14
Journal of Risk and Insurance,2015,1.483,53,1.93
World Bank Research Observer,2015,1.475,55,3.24
Economics of Education Review,2015,1.474,65,1.55
Journal of Business Ethics,2015,1.473,132,2.45
Journal of International Money and Finance,2015,1.471,77,1.97
Journal of Industrial Ecology,2015,1.455,80,3.89
World Bank Economic Review,2015,1.429,77,1.32
Land Economics,2015,1.427,73,1.64
Marketing Letters,2015,1.417,55,1.61
Review of World Economics,2015,1.413,44,2.3
Journal of Banking and Finance,2015,1.412,126,2.12
Journal of Economic History,2015,1.41,50,1.3
Journal of Population Economics,2015,1.381,63,1.68
Journal of Financial Econometrics,2015,1.379,33,1.32
MIS Quarterly Executive,2015,1.378,25,2.64
Socio-Economic Planning Sciences,2015,1.37,41,1.24
American Journal of Agricultural Economics,2015,1.37,90,1.9
Industrial and Corporate Change,2015,1.366,92,2.21
Economy and Society,2015,1.332,78,2.18
Consumption Markets and Culture,2015,1.324,19,2.93
Journal of Real Estate Research,2015,1.305,25,1.18
Journal of Economics and Management Strategy,2015,1.295,58,1.11
"Resources, Conservation and Recycling",2015,1.284,94,4.0
Journal of Law and Economics,2015,1.256,71,1.5
Regional Science and Urban Economics,2015,1.255,63,1.15
Economics of Transportation,2015,1.246,12,1.35
Science Technology and Human Values,2015,1.245,61,3.18
"Cambridge Journal of Regions, Economy and Society",2015,1.237,34,3.47
Economic Inquiry,2015,1.235,61,1.41
Food Policy,2015,1.227,76,2.58
Economica,2015,1.222,54,1.24
Labour Economics,2015,1.215,60,1.29
Resources and Energy Economics,2015,1.206,57,1.63
Journal of Real Estate Finance and Economics,2015,1.195,53,0.94
International Business Review,2015,1.18,73,2.8
Agricultural Economics,2015,1.171,63,2.15
Oxford Bulletin of Economics and Statistics,2015,1.165,61,1.49
Forest Policy and Economics,2015,1.163,54,2.27
Environmental and Resource Economics,2015,1.154,77,1.7
Journal of Comparative Economics,2015,1.141,69,1.7
"Journal of the Royal Statistical Society. Series A, (Statistics in Society)",2015,1.122,67,2.33
Journal of Economic Psychology,2015,1.115,77,2.09
Maritime Economics and Logistics,2015,1.108,39,1.18
Information Economics and Policy,2015,1.1,43,1.74
Journal of Empirical Finance,2015,1.09,63,1.06
Journal of Economic Inequality,2015,1.083,27,1.36
Resources Policy,2015,1.066,50,3.23
Cambridge Journal of Economics,2015,1.056,70,1.84
Insurance: Mathematics and Economics,2015,1.056,62,1.52
Journal of Public Policy and Marketing,2015,1.054,60,1.71
International Marketing Review,2015,1.037,71,2.34
Journal of Family Business Strategy,2015,1.035,27,1.96
Review of Income and Wealth,2015,1.033,47,1.49
International Journal of Central Banking,2015,1.029,21,1.25
Foundations and Trends in Accounting,2015,1.029,10,0.75
Journal of the American Taxation Association,2015,1.025,15,0.93
European Journal of Political Economy,2015,1.02,65,1.64
Oxford Review of Economic Policy,2015,1.016,73,1.67
Scandinavian Actuarial Journal,2015,0.989,30,0.93
Journal of Agricultural Economics,2015,0.977,50,1.97
Journal of Electronic Commerce Research,2015,0.974,20,2.11
ASTIN Bulletin,2015,0.973,35,0.58
China Economic Review,2015,0.965,56,1.36
Venture Capital,2015,0.964,39,2.32
European Journal of Health Economics,2015,0.963,42,2.27
Journal of Economic Dynamics and Control,2015,0.956,75,1.1
Economics of Energy and Environmental Policy,2015,0.955,10,1.66
International Review of Economics and Finance,2015,0.947,38,2.08
Public Choice,2015,0.945,65,1.13
Economic Development Quarterly,2015,0.937,40,1.53
Oxford Economic Papers,2015,0.935,60,1.01
Electronic Commerce Research,2015,0.934,31,2.25
Critical Perspectives on Accounting,2015,0.934,52,2.1
Financial Management,2015,0.933,56,1.16
Journal of Policy Modeling,2015,0.924,40,1.36
"Journal of International Financial Markets, Institutions and Money",2015,0.92,42,1.55
Applied Economic Perspectives and Policy,2015,0.92,40,1.32
Technological and Economic Development of Economy,2015,0.919,36,2.22
Emerging Markets Review,2015,0.919,39,2.33
"Politics, Philosophy and Economics",2015,0.914,16,0.83
Journal of Advanced Transportation,2015,0.905,31,1.63
Economics of Innovation and New Technology,2015,0.9,26,0.95
Journal of Portfolio Management,2015,0.899,42,0.69
Review of Economics of the Household,2015,0.896,24,1.35
Business Ethics,2015,0.889,21,2.02
Journal of Transport Economics and Policy,2015,0.886,46,1.36
Journal of Consumer Culture,2015,0.872,45,2.36
"Accounting, Auditing and Accountability Journal",2015,0.867,76,2.65
Social Choice and Welfare,2015,0.864,42,0.75
Mathematics and Financial Economics,2015,0.861,15,0.9
Globalizations,2015,0.857,30,1.77
Structural Change and Economic Dynamics,2015,0.856,38,1.47
Journal of Housing Economics,2015,0.854,41,1.17
Applied Health Economics and Health Policy,2015,0.85,30,2.17
New Medit,2015,0.844,13,1.25
Marine Resource Economics,2015,0.843,37,1.62
International Tax and Public Finance,2015,0.842,43,0.8
IZA Journal of Labor Economics,2015,0.839,7,0.5
National Tax Journal,2015,0.83,49,0.63
European Review of Economic History,2015,0.83,29,0.76
Journal of Financial Services Research,2015,0.825,44,0.92
Economic Modelling,2015,0.811,50,1.42
Research in Transportation Business and Management,2015,0.81,16,1.67
American Law and Economics Review,2015,0.805,26,0.97
Energy Systems,2015,0.804,17,1.22
Journal of International Economic Law,2015,0.802,41,1.27
Kyklos,2015,0.802,51,0.97
European Financial Management,2015,0.796,51,1.42
Australian Journal of Agricultural and Resource Economics,2015,0.79,41,1.42
Capital and Class,2015,0.785,20,1.25
Theory and Decision,2015,0.785,30,0.68
ClinicoEconomics and Outcomes Research,2015,0.785,19,2.26
Journal of Productivity Analysis,2015,0.771,61,1.2
Journal of African Economies,2015,0.768,37,1.11
AStA Advances in Statistical Analysis,2015,0.767,19,1.12
Canadian Journal of Agricultural Economics,2015,0.752,30,1.45
Tijdschrift voor Economische en Sociale Geografie,2015,0.749,45,1.02
International Journal of Game Theory,2015,0.748,37,0.68
International Review of Environmental and Resource Economics,2015,0.742,17,1.0
Social Geography,2015,0.74,9,0.0
Frontiers in Energy Research,2015,0.739,10,2.68
Canadian Journal of Economics,2015,0.739,58,0.81
"International Environmental Agreements: Politics, Law and Economics",2015,0.736,29,1.33
